business_id,business_name,business_url,location,is_business_closed,year_established,overall_rating,num_reviews,menu_url,menu_items_scraped_flag,price_range,phone_number,num_reviews_5_stars,num_reviews_4_stars,num_reviews_3_stars,num_reviews_2_stars,num_reviews_1_star,address_line1,city,region_code,postal_code,country_code,categories,top_food_items,monthly_ratings_by_year
6OTrieRJHfLkyOk0F9eLDQ,Salt Tacos y Tequila,/biz/salt-tacos-y-tequila-glendale-3,"Phoenix, AZ",0,,3,462,/menu/salt-tacos-y-tequila-glendale-3,1,$11-30,(623) 772-7282,139,69,49,59,146,6751 N Sunset Blvd,Glendale,AZ,85305,US,"{Mexican,Cocktail Bars}","{carne asada tacos,fajitas,carne asada burrito,carnitas burrito}","{""2016"": [[0, 2], [1, 3], [2, 2], [3, 2.5], [4, 2.5], [5, 3], [6, 4], [7, 2.5], [8, 3.5], [9, 3], [10, 3], [11, 3]], ""2017"": [[0, 2.5], [1, 2], [2, 3], [3, 3.5], [4, 2], [5, 2.5], [6, 2.5], [7, 3.5], [8, 4], [9, 4], [10, 4], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3], [6, 3.5], [7, 2.5], [8, 2.5], [9, 3.5], [10, 2.5], [11, 4]], ""2019"": [[0, 3], [1, 3], [2, 3], [3, 3.5], [4, 2.5], [5, 3], [6, 2.5], [7, 3], [8, 3.5], [9, 4], [10, 2.5], [11, 3]], ""2020"": [[0, 3.5], [1, 3.5], [2, 2.5], [3, 3], [4, 3], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 4]]}"
Xc7KC3XLxYUhM9Xzh-eDvA,Sal’s Trattoria,/biz/sals-trattoria-chicago-2,"Chicago, IL",0,,4.5,206,/menu/sals-trattoria-chicago-2,0,$11-30,(773) 857-1401,140,32,16,9,9,2834 N Southport Ave,Chicago,IL,60657,US,{Italian},"{gnocchi,rigatoni bolognese,burrata,tiramisu,meatballs,bucatini fra diavolo,olive oil cake,caesar salad,fettuccini carbonara}","{""2017"": [[5, 5], [6, 4.5], [7, 4.5], [8, 4], [9, 4], [10, 4.5], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4], [8, 4], [9, 4.5], [10, 5], [11, 4]], ""2019"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4.5], [9, 4.5], [10, 4], [11, 4.5]], ""2020"": [[0, 4.5], [1, 3.5], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5]]}"
5DT2qxCkXxUKW7z_4kOXmA,Sala Thai,/biz/sala-thai-phoenix,"Phoenix, AZ",0,,4,370,/menu/sala-thai-phoenix,1,$11-30,(602) 971-1293,146,104,46,35,39,10880 N 32nd St,Phoenix,AZ,85028,US,"{Thai,Salad,Barbeque}","{drunken noodles,thai spring rolls,pumpkin curry,yellow curry,green curry,spicy basil fried rice,pineapple fried rice,coconut milk soup,papaya salad,spicy pumpkin basil}","{""2016"": [[0, 3.5], [1, 4], [2, 4], [3, 2.5], [4, 3.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]], ""2017"": [[0, 3.5], [1, 4], [2, 4], [3, 4], [4, 3.5], [5, 3.5], [6, 3.5], [7, 3], [8, 3.5], [9, 4], [10, 3.5], [11, 3.5]], ""2018"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 3.5], [5, 3.5], [6, 3], [7, 3.5], [8, 3.5], [9, 4], [10, 4], [11, 4.5]], ""2019"": [[0, 4], [1, 3.5], [2, 3], [3, 3.5], [4, 3], [5, 3.5], [6, 3.5], [7, 2.5], [8, 3], [9, 3], [10, 3], [11, 3.5]], ""2020"": [[0, 3.5], [1, 4], [2, 4], [3, 4], [4, 4.5], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5]]}"
jOJaJatp88cqnkVo8D8RJg,Sakana Sushi & Grill,/biz/sakana-sushi-and-grill-phoenix,"Phoenix, AZ",0,1993,3.5,510,/menu/sakana-sushi-and-grill-phoenix,1,$11-30,(480) 598-0506,206,135,64,41,64,5061 E Elliot Rd,Phoenix,AZ,85044,US,"{Japanese,Sushi Bars,Seafood}","{spicy tuna roll,shrimp tempura,yellowtail,baked scallop roll,shrimp tempura roll,rainbow roll,crunchy eel roll,seaweed salad}","{""2016"": [[0, 3.5], [1, 4], [2, 3.5], [3, 3], [4, 2.5], [5, 3.5], [6, 4], [7, 4], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2017"": [[0, 4], [1, 4.5], [2, 5], [3, 4.5], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4], [9, 4], [10, 3.5], [11, 3]], ""2018"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4], [4, 4], [5, 3], [6, 3.5], [7, 3.5], [8, 4], [9, 4], [10, 3.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4], [2, 3.5], [3, 3.5], [4, 3], [5, 4], [6, 4], [7, 4], [8, 4], [9, 3.5], [10, 3.5], [11, 3.5]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 3.5], [6, 3], [7, 3.5], [8, 3.5], [9, 3.5]]}"
U_OhWaDWwym5garJ5KyYMA,SafeHouse Chicago,/biz/safehouse-chicago-chicago,"Chicago, IL",0,2017,4,1305,/menu/safehouse-chicago-chicago/main-menu,0,$11-30,(312) 313-1007,678,282,155,99,91,60 E Ontario St,Chicago,IL,60611,US,"{Bars,Burgers,Sandwiches}","{spy theme,double agent burger,prime rib sandwich,spy burger,moab burger,fish tacos}","{""2017"": [[2, 4.5], [3, 4.5], [4, 4], [5, 4], [6, 4.5], [7, 4], [8, 4], [9, 4.5], [10, 4.5], [11, 4]], ""2018"": [[0, 4.5], [1, 4], [2, 4], [3, 4], [4, 4.5], [5, 4], [6, 3.5], [7, 4], [8, 4], [9, 4], [10, 3], [11, 4]], ""2019"": [[0, 4], [1, 3.5], [2, 3.5], [3, 4], [4, 4.5], [5, 4], [6, 4.5], [7, 4], [8, 4], [9, 4], [10, 4.5], [11, 3.5]], ""2020"": [[0, 3], [1, 3.5], [2, 4], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4], [8, 4], [9, 4]]}"
o98kicIhRgBjoMqQr2SzTQ,Sabroso! Mexican Grill,/biz/sabroso-mexican-grill-chicago-4,"Chicago, IL",0,2017,4.5,274,/menu/sabroso-mexican-grill-chicago-4,0,$11-30,(773) 253-5001,222,28,13,5,6,624 N Ashland Ave,Chicago,IL,60622,US,"{Mexican,Breakfast & Brunch,New Mexican Cuisine}","{carne asada,enchiladas,tamales,california burrito,shrimp tacos,chile verde,sabroso bunelos holes,steak fajitas}","{""2017"": [[6, 5], [7, 5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4]], ""2018"": [[0, 4.5], [1, 5], [2, 5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 5], [7, 5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2019"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 5], [6, 5], [7, 5], [8, 5], [9, 4], [10, 4.5], [11, 5]], ""2020"": [[0, 5], [1, 5], [2, 5], [3, 5], [4, 4.5], [5, 4.5], [6, 5], [7, 5], [8, 5], [9, 5]]}"
8KzVXx6GCNBZBdtRGIdZDA,Sable Kitchen & Bar,/biz/sable-kitchen-and-bar-chicago-3,"Chicago, IL",0,2010,4,1308,/menu/sable-kitchen-and-bar-chicago-3,0,$11-30,(312) 755-9704,474,481,176,103,74,505 N State St,Chicago,IL,60654,US,"{American (New),Bars,Breakfast & Brunch}","{lobster deviled eggs,fried chicken sliders,roasted beet salad,grilled ny strip steak,brioche french toast}","{""2016"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4], [4, 4], [5, 3.5], [6, 3.5], [7, 3.5], [8, 3], [9, 4], [10, 4], [11, 3.5]], ""2017"": [[0, 4.5], [1, 3.5], [2, 3.5], [3, 3], [4, 4.5], [5, 3.5], [6, 3.5], [7, 3.5], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3], [7, 3], [8, 3], [9, 3.5], [10, 3.5], [11, 4]], ""2019"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4], [5, 3.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 3.5], [8, 3.5], [9, 3.5]]}"
NUT7tou1Uvjh0GB4I41Qig,SaBai Modern Thai,/biz/sabai-modern-thai-phoenix,"Phoenix, AZ",0,2010,3.5,435,/menu/sabai-modern-thai-phoenix,1,$11-30,(602) 954-8774,170,103,56,52,54,4121 E Thomas Rd,Phoenix,AZ,85018,US,{Thai},"{pad thai,thai lettuce wraps,crab wonton,papaya salad,coco soup,avocado curry,satay,crispy thai rolls,pad prik king,cashew chicken}","{""2016"": [[0, 4], [1, 3], [2, 3], [3, 3.5], [4, 4.5], [5, 4], [6, 4], [7, 3.5], [8, 3.5], [9, 4], [10, 3.5], [11, 4]], ""2017"": [[0, 4], [1, 4], [2, 3.5], [3, 3.5], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3], [2, 3.5], [3, 4], [4, 4], [5, 4.5], [6, 4], [7, 4.5], [8, 4], [9, 4], [10, 4], [11, 4]], ""2019"": [[0, 3.5], [1, 3.5], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3.5], [8, 4], [9, 4], [10, 3.5], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 3.5], [5, 3.5], [6, 3], [7, 3.5], [8, 3.5], [9, 3.5]]}"
WcIQsN44c2KV0veQMiYbYQ,Russell’s Barbecue,/biz/russells-barbecue-elmwood-park,"Chicago, IL",0,1930,3,389,/menu/russells-barbecue-elmwood-park,0,$11-30,(708) 453-7065,85,83,67,62,92,1621 N Thatcher Ave,Elmwood Park,IL,60707,US,{Barbeque},"{bbq pork sandwich,bbq beef sandwich,smoked bbq brisket sandwich,slab bbq rib dinner,chili}","{""2016"": [[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 2.5], [6, 2.5], [7, 2.5], [8, 3.5], [9, 3.5], [10, 3.5], [11, 4]], ""2017"": [[0, 3.5], [1, 3.5], [2, 3], [3, 2.5], [4, 2.5], [5, 2], [6, 2.5], [7, 3], [8, 3], [9, 2.5], [10, 3], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3.5], [2, 3], [3, 3], [4, 3], [5, 2], [6, 2], [7, 2.5], [8, 2.5], [9, 3], [10, 3], [11, 3]], ""2019"": [[0, 3], [1, 3], [2, 3], [3, 3], [4, 2.5], [5, 3], [6, 3], [7, 2.5], [8, 2.5], [9, 2], [10, 2.5], [11, 2]], ""2020"": [[0, 2.5], [1, 3], [2, 3], [3, 3.5], [4, 3.5], [5, 4], [6, 3.5], [7, 3.5], [8, 3], [9, 3]]}"
utoTa3Ngv_oSfB5TIMgN_Q,Rula Bula,/biz/rula-bula-tempe-4,"Phoenix, AZ",0,2000,4,619,/menu/rula-bula-tempe-4,1,$11-30,(480) 929-9500,222,204,101,38,54,401 S Mill Ave,Tempe,AZ,85281,US,"{Irish,Irish Pub}","{signature fish and chips,shepherd's pie,irish chips with dipping sauce lunch,hot bollix spicy potato balls lunch,corned beef and cabbage}","{""2016"": [[0, 4], [1, 4], [2, 3], [3, 3.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4], [10, 4], [11, 3.5]], ""2017"": [[0, 3.5], [1, 4.5], [2, 3], [3, 3], [4, 4], [5, 4], [6, 3.5], [7, 3.5], [8, 4], [9, 4], [10, 4], [11, 4.5]], ""2018"": [[0, 4], [1, 4.5], [2, 4.5], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4], [9, 3.5], [10, 3], [11, 3]], ""2019"": [[0, 3], [1, 3.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 3.5]], ""2020"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 5], [8, 4.5], [9, 4.5]]}"
xgtHxwoa5zbQPq12tymNsw,Ruk Sushi & Thai Edgebrook,/biz/ruk-sushi-and-thai-edgebrook-chicago,"Chicago, IL",0,,4.5,60,/menu/ruk-sushi-and-thai-edgebrook-chicago,0,Under $10,(773) 594-0989,46,9,3,1,1,5419 W Devon Ave,Chicago,IL,60646,US,"{Thai,Japanese,Sushi Bars}","{pad thai,spicy basil noodles,tom yum soup,pad see eiw,spicy basil fried rice}","{""2018"": [[4, 5], [5, 4.5], [6, 4.5], [7, 5], [8, 5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 5], [2, 5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2020"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
6stjHiOWQJZjzlGGZDGdUg,Ruby’s Fast Food,/biz/rubys-fast-food-chicago,"Chicago, IL",0,,4.5,264,/menu/rubys-fast-food-chicago,0,Under $10,(773) 539-2669,173,63,16,3,9,3740 W Montrose Ave,Chicago,IL,60618,US,"{Filipino,Buffets,Fast Food}","{tapsilog,tocilog,spaghetti,halo halo,lumpia shanghai,longsilog,palabok,bihon,bangsilog,canton}","{""2016"": [[0, 4.5], [1, 4], [2, 4], [3, 4], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2017"": [[0, 4.5], [1, 4.5], [2, 5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 3.5]], ""2019"": [[0, 3.5], [1, 4], [2, 4.5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5]], ""2020"": [[0, 5], [1, 4.5], [2, 4.5], [3, 5], [4, 5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
JMWtBuuNmTXqoBs06Wt_7w,RPM Steak,/biz/rpm-steak-chicago-2,"Chicago, IL",0,,4,1442,/menu/rpm-steak-chicago-2/lunch-menu,0,Above $61,(312) 284-4990,858,280,151,104,49,66 W Kinzie St,Chicago,IL,60654,US,"{Steakhouses,Salad,Sandwiches}","{baked alaska,thick cut bacon,black truffle burger,coal roasted king crab,cowboy steak,italian white truffle risotto,bone in ribeye,tomahawk,new york strip,broiled black cod}","{""2016"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4], [5, 4.5], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4]], ""2017"": [[0, 4], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 5], [7, 5], [8, 4], [9, 4.5], [10, 4.5], [11, 4.5]], ""2018"": [[0, 4], [1, 4], [2, 4], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4], [1, 4.5], [2, 4], [3, 4], [4, 4.5], [5, 4.5], [6, 4], [7, 4.5], [8, 4.5], [9, 4], [10, 4.5], [11, 4.5]], ""2020"": [[0, 4], [1, 4.5], [2, 4], [3, 4], [4, 4], [5, 3.5], [6, 4], [7, 4], [8, 3.5], [9, 3.5]]}"
bQaiow1WcwwSODUo9hHOMQ,RPM Italian,/biz/rpm-italian-chicago,"Chicago, IL",0,,4,3119,/menu/rpm-italian-chicago/dinner-menu,0,$31-60,(312) 222-1888,1589,812,381,199,138,52 W Illinois St,Chicago,IL,60654,US,{Italian},"{meatball,carbonara,maine lobster ravioli,spicy king crab,short rib bolognese,lobster caprese,truffled garlic bread circa,prime beef meatballs,fried olives,hazelnut tartufo}","{""2016"": [[0, 4.5], [1, 4.5], [2, 4], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4.5], [11, 4]], ""2017"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4], [8, 4.5], [9, 4], [10, 4.5], [11, 4.5]], ""2018"": [[0, 4], [1, 4.5], [2, 4.5], [3, 4], [4, 4], [5, 4.5], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2019"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 3.5], [3, 3.5], [4, 3.5], [5, 4.5], [6, 3.5], [7, 4], [8, 3.5], [9, 4]]}"
iIjVO7cLD1UEmIO7G05Ujw,Rosita’s Place,/biz/rositas-place-phoenix,"Phoenix, AZ",0,1964,4,430,/menu/rositas-place-phoenix,1,$11-30,(602) 244-9779,201,100,42,43,44,2310 E Mcdowell Rd,Phoenix,AZ,85006,US,"{Mexican,Breakfast & Brunch,Fast Food}","{green chile,chicken enchiladas,cheese enchilada,cheese crisp,chile relleno,burrito enchilada,green tamale combo,ground beef taco,green corn tamales,shredded beef tacos}","{""2016"": [[0, 3], [1, 4], [2, 4], [3, 4], [4, 3.5], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 3.5], [10, 3], [11, 3]], ""2017"": [[0, 3], [1, 3], [2, 3.5], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4], [8, 3.5], [9, 3.5], [10, 4], [11, 4]], ""2018"": [[0, 4], [1, 4], [2, 4], [3, 3.5], [4, 4], [5, 4], [6, 3.5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]], ""2019"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4], [4, 4], [5, 3.5], [6, 4], [7, 5], [8, 5], [9, 4], [10, 3.5], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4], [9, 4]]}"
Q3SMNxfKtVhEwt4d7S_8vw,Rosebud on Rush,/biz/rosebud-on-rush-chicago-2,"Chicago, IL",0,,4,879,/menu/rosebud-on-rush-chicago-2,0,$11-30,(312) 266-6444,327,286,131,73,62,720 N Rush St,Chicago,IL,60611,US,"{Italian,Breakfast & Brunch,Steakhouses}","{fettuccine alfredo,rigatoni alla vodka,tortellini carbonara,chicken parm,caprese salad,fried calamari,spaghetti and meatballs,eggplant salad,stuffed mushrooms,traditional eggs benedict}","{""2016"": [[0, 5], [1, 3], [2, 3.5], [3, 4.5], [4, 4], [5, 3.5], [6, 4], [7, 4], [8, 4], [9, 4], [10, 3.5], [11, 4]], ""2017"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4], [4, 3.5], [5, 4], [6, 4.5], [7, 4.5], [8, 4], [9, 4], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4], [2, 4.5], [3, 4], [4, 3.5], [5, 4], [6, 5], [7, 5], [8, 4], [9, 3.5], [10, 3.5], [11, 4.5]], ""2020"": [[0, 4], [1, 3.5], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]}"
M1uM-ybxppDn_N5aO6Mg5A,Roots Handmade Pizza,/biz/roots-handmade-pizza-chicago-8,"Chicago, IL",0,,3.5,908,/menu/roots-handmade-pizza-chicago-8/menu,0,$11-30,(773) 645-4949,282,269,140,115,102,1924 W Chicago Ave,Chicago,IL,60622,US,"{Pizza,Salad,Beer Bar}","{rick ortiz's antique taco chili cheese curd pizza,ravioli,lollipop wings,roots caesar salad,fried ravioli}","{""2016"": [[0, 3], [1, 4], [2, 3.5], [3, 4], [4, 4.5], [5, 4], [6, 3.5], [7, 4], [8, 3.5], [9, 4], [10, 4.5], [11, 4]], ""2017"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 4], [7, 4], [8, 3], [9, 3], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3], [1, 3], [2, 3.5], [3, 3.5], [4, 3.5], [5, 4], [6, 4], [7, 4], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3]], ""2019"": [[0, 3.5], [1, 3], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 4], [7, 3.5], [8, 4], [9, 4.5], [10, 3.5], [11, 4]], ""2020"": [[0, 4.5], [1, 5], [2, 5], [3, 4.5], [4, 4.5], [5, 4], [6, 3.5], [7, 3.5], [8, 3], [9, 3]]}"
SLr52sZ_kPj0Ky7EZObehg,Roost Chicken and Biscuits,/biz/roost-chicken-and-biscuits-chicago,"Chicago, IL",0,2012,4.5,95,/menu/roost-chicken-and-biscuits-chicago,0,$11-30,(773) 360-8303,72,17,2,4,0,3474 N Clark St,Chicago,IL,60657,US,"{Sandwiches,Southern}",{},"{""2019"": [[3, 5], [4, 5], [5, 5], [6, 4.5], [7, 4.5], [8, 5], [9, 4.5], [10, 4.5], [11, 5]], ""2020"": [[0, 5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4], [7, 4], [8, 4], [9, 4]]}"
G8vA6pq4p8KslaURm-q65Q,Romanelli’s Italian Deli,/biz/romanellis-italian-deli-phoenix,"Phoenix, AZ",0,,4.5,406,/menu/romanellis-italian-deli-phoenix,1,$11-30,(602) 249-9030,290,72,16,10,18,3437 W Dunlap Ave,Phoenix,AZ,85051,US,"{Delis,Sandwiches,Bakeries}","{cannoli,italian stallion house sub,italian sausage with peppers and onions sub,meatball sub,new yorker sub,robert's special sandwich,tiramisu,baked ziti with marinara pasta}","{""2016"": [[0, 4.5], [1, 5], [2, 5], [3, 5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4], [10, 5], [11, 4.5]], ""2017"": [[0, 5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 5], [7, 5], [8, 5], [9, 4], [10, 4], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 5], [4, 4], [5, 4], [6, 4.5], [7, 4], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2020"": [[0, 4.5], [1, 4.5], [2, 5], [3, 5], [4, 5], [5, 4], [6, 3.5], [7, 4], [8, 4.5], [9, 4.5]]}"
_WtxQbDK7B-ExGdeG-2j6Q,Rokerij,/biz/rokerij-phoenix,"Phoenix, AZ",0,,4,774,/menu/rokerij-phoenix,1,$11-30,(602) 287-8900,366,177,89,67,75,6335 N 16th St,Phoenix,AZ,85016,US,"{Seafood,Steakhouses,New Mexican Cuisine}","{bacon wrapped shrimp or scallops,carne adovada,chimayo chicken,pasta heidi,prime rib sliders,steak tartare,pork chop porcetta}","{""2016"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 4.5], [10, 4], [11, 3]], ""2017"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3.5], [4, 4], [5, 4], [6, 3.5], [7, 4], [8, 4], [9, 4], [10, 4.5], [11, 4]], ""2018"": [[0, 4], [1, 4], [2, 3], [3, 3.5], [4, 4], [5, 3.5], [6, 4], [7, 3], [8, 4], [9, 4.5], [10, 4], [11, 3]], ""2019"": [[0, 4.5], [1, 3.5], [2, 3], [3, 3], [4, 3], [5, 4], [6, 3.5], [7, 3.5], [8, 4], [9, 4], [10, 3.5], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 3.5], [8, 3.5], [9, 3.5]]}"
DymZ5vpm7vkSsR__-4sflw,Roka Akor - Scottsdale,/biz/roka-akor-scottsdale-scottsdale,"Phoenix, AZ",0,2008,4,931,/menu/roka-akor-scottsdale-scottsdale/dinner,1,$31-60,(480) 306-8800,498,226,91,70,46,7299 N Scottsdale Rd,Scottsdale,AZ,85253,US,"{Japanese,Sushi Bars,Steakhouses}","{yuzu miso marinated black cod,pork belly,hamachi serrano chili roll,yellowtail,seared dynamite scallop roll,spicy tuna roll,crispy fried squid,glazed pork ribs,prime beef,salmon avocado}","{""2016"": [[0, 4.5], [1, 4], [2, 4.5], [3, 4], [4, 4], [5, 3.5], [6, 4], [7, 4.5], [8, 4.5], [9, 5], [10, 4.5], [11, 4.5]], ""2017"": [[0, 4.5], [1, 4], [2, 4.5], [3, 4.5], [4, 5], [5, 5], [6, 4.5], [7, 3.5], [8, 3.5], [9, 4], [10, 4.5], [11, 4]], ""2018"": [[0, 4], [1, 4.5], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4.5], [7, 4.5], [8, 4], [9, 3.5], [10, 3.5], [11, 4]], ""2019"": [[0, 4], [1, 4], [2, 4], [3, 5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 5], [8, 4], [9, 4], [10, 4], [11, 4]], ""2020"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4], [4, 4], [5, 4], [6, 3.5], [7, 3.5], [8, 4.5], [9, 4.5]]}"
